adult,gender,id,known_for_department,name,original_name,popularity,profile_path,character,credit_id,order,episodeId,seasonNumber,episodeNumber
False,2,86626,Acting,Aziz Ansari,Aziz Ansari,2.002,/yUeQHM4ycUXrUgRWgKVYKNmKxfJ.jpg,Tom Haverford,525791e5760ee36aaa6e465e,2,397625,1,5
False,2,15684,Acting,Paul Schneider,Paul Schneider,2.068,/69tLX644rRr1RT9gxajsWlNrf0Y.jpg,Mark Brendanawicz,5dfa9c7f6097500021337a9d,2,397625,1,5
False,2,17039,Acting,Nick Offerman,Nick Offerman,4.808,/7gnfjpIKhBCjfnZJEieIvjwzXLD.jpg,Ron Swanson,525791e5760ee36aaa6e4688,3,397625,1,5
False,1,119592,Acting,Aubrey Plaza,Aubrey Plaza,7.118,/kax66Zjf6fo5XdjhWmxocxdOLeb.jpg,April Ludgate,525791e5760ee36aaa6e46b2,4,397625,1,5
False,1,56322,Acting,Amy Poehler,Amy Poehler,1.275,/k62oL10bNtPShjtHuLlKllwxva9.jpg,Leslie Knope,525791e5760ee36aaa6e4634,0,397626,1,6
False,1,80591,Acting,Rashida Jones,Rashida Jones,4.829,/cgWGm9eYCretBWeljPVtpRV7n6V.jpg,Ann Perkins,525791e5760ee36aaa6e460a,1,397626,1,6
False,2,86626,Acting,Aziz Ansari,Aziz Ansari,2.002,/yUeQHM4ycUXrUgRWgKVYKNmKxfJ.jpg,Tom Haverford,525791e5760ee36aaa6e465e,2,397626,1,6
False,2,15684,Acting,Paul Schneider,Paul Schneider,2.068,/69tLX644rRr1RT9gxajsWlNrf0Y.jpg,Mark Brendanawicz,5dfa9c7f6097500021337a9d,2,397626,1,6
False,2,17039,Acting,Nick Offerman,Nick Offerman,4.808,/7gnfjpIKhBCjfnZJEieIvjwzXLD.jpg,Ron Swanson,525791e5760ee36aaa6e4688,3,397626,1,6
False,1,119592,Acting,Aubrey Plaza,Aubrey Plaza,7.118,/kax66Zjf6fo5XdjhWmxocxdOLeb.jpg,April Ludgate,525791e5760ee36aaa6e46b2,4,397626,1,6
False,1,56322,Acting,Amy Poehler,Amy Poehler,1.275,/k62oL10bNtPShjtHuLlKllwxva9.jpg,Leslie Knope,525791e5760ee36aaa6e4634,0,397629,2,1
False,1,80591,Acting,Rashida Jones,Rashida Jones,4.829,/cgWGm9eYCretBWeljPVtpRV7n6V.jpg,Ann Perkins,525791e5760ee36aaa6e460a,1,397629,2,1
False,2,86626,Acting,Aziz Ansari,Aziz Ansari,2.002,/yUeQHM4ycUXrUgRWgKVYKNmKxfJ.jpg,Tom Haverford,525791e5760ee36aaa6e465e,2,397629,2,1
False,2,17039,Acting,Nick Offerman,Nick Offerman,4.808,/7gnfjpIKhBCjfnZJEieIvjwzXLD.jpg,Ron Swanson,525791e5760ee36aaa6e4688,3,397629,2,1
False,1,119592,Acting,Aubrey Plaza,Aubrey Plaza,7.118,/kax66Zjf6fo5XdjhWmxocxdOLeb.jpg,April Ludgate,525791e5760ee36aaa6e46b2,4,397629,2,1
False,2,73457,Acting,Chris Pratt,Chris Pratt,9.574,/gXKyT1YU5RWWPaE1je3ht58eUZr.jpg,Andy Dwyer,573cfbb6c3a3681b23000225,5,397629,2,1
False,1,56322,Acting,Amy Poehler,Amy Poehler,1.275,/k62oL10bNtPShjtHuLlKllwxva9.jpg,Leslie Knope,525791e5760ee36aaa6e4634,0,397627,2,2
False,1,80591,Acting,Rashida Jones,Rashida Jones,4.829,/cgWGm9eYCretBWeljPVtpRV7n6V.jpg,Ann Perkins,525791e5760ee36aaa6e460a,1,397627,2,2
False,2,86626,Acting,Aziz Ansari,Aziz Ansari,2.002,/yUeQHM4ycUXrUgRWgKVYKNmKxfJ.jpg,Tom Haverford,525791e5760ee36aaa6e465e,2,397627,2,2
False,2,17039,Acting,Nick Offerman,Nick Offerman,4.808,/7gnfjpIKhBCjfnZJEieIvjwzXLD.jpg,Ron Swanson,525791e5760ee36aaa6e4688,3,397627,2,2
False,1,119592,Acting,Aubrey Plaza,Aubrey Plaza,7.118,/kax66Zjf6fo5XdjhWmxocxdOLeb.jpg,April Ludgate,525791e5760ee36aaa6e46b2,4,397627,2,2
False,2,73457,Acting,Chris Pratt,Chris Pratt,9.574,/gXKyT1YU5RWWPaE1je3ht58eUZr.jpg,Andy Dwyer,573cfbb6c3a3681b23000225,5,397627,2,2
False,1,56322,Acting,Amy Poehler,Amy Poehler,1.275,/k62oL10bNtPShjtHuLlKllwxva9.jpg,Leslie Knope,525791e5760ee36aaa6e4634,0,397642,2,3
False,1,80591,Acting,Rashida Jones,Rashida Jones,4.829,/cgWGm9eYCretBWeljPVtpRV7n6V.jpg,Ann Perkins,525791e5760ee36aaa6e460a,1,397642,2,3
False,2,86626,Acting,Aziz Ansari,Aziz Ansari,2.002,/yUeQHM4ycUXrUgRWgKVYKNmKxfJ.jpg,Tom Haverford,525791e5760ee36aaa6e465e,2,397642,2,3
False,2,17039,Acting,Nick Offerman,Nick Offerman,4.808,/7gnfjpIKhBCjfnZJEieIvjwzXLD.jpg,Ron Swanson,525791e5760ee36aaa6e4688,3,397642,2,3
False,1,119592,Acting,Aubrey Plaza,Aubrey Plaza,7.118,/kax66Zjf6fo5XdjhWmxocxdOLeb.jpg,April Ludgate,525791e5760ee36aaa6e46b2,4,397642,2,3
False,2,73457,Acting,Chris Pratt,Chris Pratt,9.574,/gXKyT1YU5RWWPaE1je3ht58eUZr.jpg,Andy Dwyer,573cfbb6c3a3681b23000225,5,397642,2,3
False,1,56322,Acting,Amy Poehler,Amy Poehler,1.275,/k62oL10bNtPShjtHuLlKllwxva9.jpg,Leslie Knope,525791e5760ee36aaa6e4634,0,397636,2,4
False,1,80591,Acting,Rashida Jones,Rashida Jones,4.829,/cgWGm9eYCretBWeljPVtpRV7n6V.jpg,Ann Perkins,525791e5760ee36aaa6e460a,1,397636,2,4
False,2,86626,Acting,Aziz Ansari,Aziz Ansari,2.002,/yUeQHM4ycUXrUgRWgKVYKNmKxfJ.jpg,Tom Haverford,525791e5760ee36aaa6e465e,2,397636,2,4
False,2,17039,Acting,Nick Offerman,Nick Offerman,4.808,/7gnfjpIKhBCjfnZJEieIvjwzXLD.jpg,Ron Swanson,525791e5760ee36aaa6e4688,3,397636,2,4
False,1,119592,Acting,Aubrey Plaza,Aubrey Plaza,7.118,/kax66Zjf6fo5XdjhWmxocxdOLeb.jpg,April Ludgate,525791e5760ee36aaa6e46b2,4,397636,2,4
False,2,73457,Acting,Chris Pratt,Chris Pratt,9.574,/gXKyT1YU5RWWPaE1je3ht58eUZr.jpg,Andy Dwyer,573cfbb6c3a3681b23000225,5,397636,2,4
False,1,56322,Acting,Amy Poehler,Amy Poehler,1.275,/k62oL10bNtPShjtHuLlKllwxva9.jpg,Leslie Knope,525791e5760ee36aaa6e4634,0,397635,2,5
False,1,80591,Acting,Rashida Jones,Rashida Jones,4.829,/cgWGm9eYCretBWeljPVtpRV7n6V.jpg,Ann Perkins,525791e5760ee36aaa6e460a,1,397635,2,5
False,2,86626,Acting,Aziz Ansari,Aziz Ansari,2.002,/yUeQHM4ycUXrUgRWgKVYKNmKxfJ.jpg,Tom Haverford,525791e5760ee36aaa6e465e,2,397635,2,5
False,2,17039,Acting,Nick Offerman,Nick Offerman,4.808,/7gnfjpIKhBCjfnZJEieIvjwzXLD.jpg,Ron Swanson,525791e5760ee36aaa6e4688,3,397635,2,5
False,1,119592,Acting,Aubrey Plaza,Aubrey Plaza,7.118,/kax66Zjf6fo5XdjhWmxocxdOLeb.jpg,April Ludgate,525791e5760ee36aaa6e46b2,4,397635,2,5
False,2,73457,Acting,Chris Pratt,Chris Pratt,9.574,/gXKyT1YU5RWWPaE1je3ht58eUZr.jpg,Andy Dwyer,573cfbb6c3a3681b23000225,5,397635,2,5
False,1,56322,Acting,Amy Poehler,Amy Poehler,1.275,/k62oL10bNtPShjtHuLlKllwxva9.jpg,Leslie Knope,525791e5760ee36aaa6e4634,0,397638,2,6
False,1,80591,Acting,Rashida Jones,Rashida Jones,4.829,/cgWGm9eYCretBWeljPVtpRV7n6V.jpg,Ann Perkins,525791e5760ee36aaa6e460a,1,397638,2,6
False,2,86626,Acting,Aziz Ansari,Aziz Ansari,2.002,/yUeQHM4ycUXrUgRWgKVYKNmKxfJ.jpg,Tom Haverford,525791e5760ee36aaa6e465e,2,397638,2,6
False,2,17039,Acting,Nick Offerman,Nick Offerman,4.808,/7gnfjpIKhBCjfnZJEieIvjwzXLD.jpg,Ron Swanson,525791e5760ee36aaa6e4688,3,397638,2,6
False,1,119592,Acting,Aubrey Plaza,Aubrey Plaza,7.118,/kax66Zjf6fo5XdjhWmxocxdOLeb.jpg,April Ludgate,525791e5760ee36aaa6e46b2,4,397638,2,6
False,2,73457,Acting,Chris Pratt,Chris Pratt,9.574,/gXKyT1YU5RWWPaE1je3ht58eUZr.jpg,Andy Dwyer,573cfbb6c3a3681b23000225,5,397638,2,6
False,1,56322,Acting,Amy Poehler,Amy Poehler,1.275,/k62oL10bNtPShjtHuLlKllwxva9.jpg,Leslie Knope,525791e5760ee36aaa6e4634,0,397630,2,7
False,1,80591,Acting,Rashida Jones,Rashida Jones,4.829,/cgWGm9eYCretBWeljPVtpRV7n6V.jpg,Ann Perkins,525791e5760ee36aaa6e460a,1,397630,2,7
False,2,86626,Acting,Aziz Ansari,Aziz Ansari,2.002,/yUeQHM4ycUXrUgRWgKVYKNmKxfJ.jpg,Tom Haverford,525791e5760ee36aaa6e465e,2,397630,2,7
False,2,17039,Acting,Nick Offerman,Nick Offerman,4.808,/7gnfjpIKhBCjfnZJEieIvjwzXLD.jpg,Ron Swanson,525791e5760ee36aaa6e4688,3,397630,2,7
False,1,119592,Acting,Aubrey Plaza,Aubrey Plaza,7.118,/kax66Zjf6fo5XdjhWmxocxdOLeb.jpg,April Ludgate,525791e5760ee36aaa6e46b2,4,397630,2,7
False,2,73457,Acting,Chris Pratt,Chris Pratt,9.574,/gXKyT1YU5RWWPaE1je3ht58eUZr.jpg,Andy Dwyer,573cfbb6c3a3681b23000225,5,397630,2,7
False,1,56322,Acting,Amy Poehler,Amy Poehler,1.275,/k62oL10bNtPShjtHuLlKllwxva9.jpg,Leslie Knope,525791e5760ee36aaa6e4634,0,397628,2,8
False,1,80591,Acting,Rashida Jones,Rashida Jones,4.829,/cgWGm9eYCretBWeljPVtpRV7n6V.jpg,Ann Perkins,525791e5760ee36aaa6e460a,1,397628,2,8
False,2,86626,Acting,Aziz Ansari,Aziz Ansari,2.002,/yUeQHM4ycUXrUgRWgKVYKNmKxfJ.jpg,Tom Haverford,525791e5760ee36aaa6e465e,2,397628,2,8
False,2,17039,Acting,Nick Offerman,Nick Offerman,4.808,/7gnfjpIKhBCjfnZJEieIvjwzXLD.jpg,Ron Swanson,525791e5760ee36aaa6e4688,3,397628,2,8
False,1,119592,Acting,Aubrey Plaza,Aubrey Plaza,7.118,/kax66Zjf6fo5XdjhWmxocxdOLeb.jpg,April Ludgate,525791e5760ee36aaa6e46b2,4,397628,2,8
False,2,73457,Acting,Chris Pratt,Chris Pratt,9.574,/gXKyT1YU5RWWPaE1je3ht58eUZr.jpg,Andy Dwyer,573cfbb6c3a3681b23000225,5,397628,2,8
False,1,56322,Acting,Amy Poehler,Amy Poehler,1.275,/k62oL10bNtPShjtHuLlKllwxva9.jpg,Leslie Knope,525791e5760ee36aaa6e4634,0,397632,2,9
False,1,80591,Acting,Rashida Jones,Rashida Jones,4.829,/cgWGm9eYCretBWeljPVtpRV7n6V.jpg,Ann Perkins,525791e5760ee36aaa6e460a,1,397632,2,9
False,2,86626,Acting,Aziz Ansari,Aziz Ansari,2.002,/yUeQHM4ycUXrUgRWgKVYKNmKxfJ.jpg,Tom Haverford,525791e5760ee36aaa6e465e,2,397632,2,9
False,2,17039,Acting,Nick Offerman,Nick Offerman,4.808,/7gnfjpIKhBCjfnZJEieIvjwzXLD.jpg,Ron Swanson,525791e5760ee36aaa6e4688,3,397632,2,9
False,1,119592,Acting,Aubrey Plaza,Aubrey Plaza,7.118,/kax66Zjf6fo5XdjhWmxocxdOLeb.jpg,April Ludgate,525791e5760ee36aaa6e46b2,4,397632,2,9
False,2,73457,Acting,Chris Pratt,Chris Pratt,9.574,/gXKyT1YU5RWWPaE1je3ht58eUZr.jpg,Andy Dwyer,573cfbb6c3a3681b23000225,5,397632,2,9
False,1,56322,Acting,Amy Poehler,Amy Poehler,1.275,/k62oL10bNtPShjtHuLlKllwxva9.jpg,Leslie Knope,525791e5760ee36aaa6e4634,0,397639,2,10
False,1,80591,Acting,Rashida Jones,Rashida Jones,4.829,/cgWGm9eYCretBWeljPVtpRV7n6V.jpg,Ann Perkins,525791e5760ee36aaa6e460a,1,397639,2,10
